epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,432.994,0.36298,0.43338,0.93808,0.86365,0.87353,0.94548,0.88619,0.38428,0.44775,0.967,0.0005182,0.0005182,0.0005182
75,438.786,0.3391,0.41287,0.95485,0.88299,0.77893,0.9143,0.85647,0.38855,0.5793,0.94177,0.0005116,0.0005116,0.0005116
76,444.575,0.32743,0.40317,0.94169,0.93198,0.93013,0.96066,0.91207,0.37102,0.41981,0.93997,0.000505,0.000505,0.000505
77,450.386,0.34074,0.41435,0.93746,0.9083,0.95116,0.97831,0.92679,0.37653,0.37069,0.93433,0.0004984,0.0004984,0.0004984
78,456.224,0.33427,0.45989,0.9272,0.93499,0.90881,0.97912,0.92745,0.35581,0.3943,0.91567,0.0004918,0.0004918,0.0004918
79,462.026,0.34911,0.41249,0.93888,0.96284,0.98909,0.9891,0.94338,0.37986,0.35238,0.94345,0.0004852,0.0004852,0.0004852
80,467.879,0.33268,0.39042,0.95056,0.9376,0.93877,0.98273,0.92941,0.38837,0.38657,0.92037,0.0004786,0.0004786,0.0004786
81,473.667,0.34314,0.39442,0.92621,0.89201,0.88048,0.9562,0.90727,0.36447,0.53082,0.92798,0.000472,0.000472,0.000472
82,479.498,0.34137,0.38113,0.93807,0.92821,0.95189,0.97142,0.9276,0.35029,0.41321,0.92337,0.0004654,0.0004654,0.0004654
83,485.313,0.31298,0.36972,0.93976,0.92883,0.96975,0.97308,0.92512,0.34211,0.38308,0.91318,0.0004588,0.0004588,0.0004588
84,491.105,0.32104,0.36286,0.92937,0.92648,0.87907,0.95291,0.89692,0.34871,0.42469,0.92457,0.0004522,0.0004522,0.0004522
85,497.006,0.30737,0.35539,0.92335,0.90491,0.91343,0.95198,0.90576,0.35063,0.40342,0.91073,0.0004456,0.0004456,0.0004456
86,502.81,0.31283,0.32643,0.92603,0.93631,0.90686,0.93956,0.89883,0.33533,0.37541,0.91597,0.000439,0.000439,0.000439
87,508.616,0.32096,0.36441,0.93435,0.80341,0.89631,0.89706,0.84915,0.3554,0.67425,0.94015,0.0004324,0.0004324,0.0004324
88,514.422,0.32037,0.34441,0.92326,0.84297,0.86157,0.90538,0.84564,0.35778,0.51547,0.92342,0.0004258,0.0004258,0.0004258
89,520.219,0.32375,0.37066,0.93893,0.79829,0.92143,0.8839,0.82644,0.38958,0.54822,0.94653,0.0004192,0.0004192,0.0004192
90,526.036,0.36579,0.39529,0.93283,0.80896,0.96046,0.9775,0.9168,0.37047,0.46868,0.93885,0.0004126,0.0004126,0.0004126
91,531.823,0.31335,0.34026,0.9366,0.95469,0.97353,0.98325,0.93023,0.35234,0.32668,0.92225,0.000406,0.000406,0.000406
92,537.596,0.31842,0.33897,0.93875,0.86093,0.95788,0.96307,0.91952,0.35118,0.3931,0.9227,0.0003994,0.0003994,0.0003994
93,543.399,0.30419,0.32129,0.92551,0.82351,0.89888,0.91556,0.86999,0.3472,0.45667,0.92711,0.0003928,0.0003928,0.0003928
94,549.291,0.33193,0.35816,0.92223,0.82532,0.956,0.94946,0.90197,0.34448,0.412,0.92802,0.0003862,0.0003862,0.0003862
95,555.104,0.3157,0.37555,0.93718,0.82377,0.93646,0.94879,0.9067,0.34496,0.48112,0.92158,0.0003796,0.0003796,0.0003796
96,560.9,0.29762,0.31704,0.92854,0.90248,0.92353,0.96884,0.92013,0.3615,0.39716,0.9368,0.000373,0.000373,0.000373
97,566.686,0.28971,0.28547,0.90655,0.88957,0.92353,0.9398,0.9015,0.34692,0.4268,0.91204,0.0003664,0.0003664,0.0003664
98,572.488,0.33412,0.33061,0.93127,0.85949,0.913,0.93855,0.89784,0.3518,0.41677,0.92085,0.0003598,0.0003598,0.0003598
99,578.304,0.29198,0.31315,0.92386,0.88079,0.94605,0.95251,0.90844,0.35735,0.37294,0.92709,0.0003532,0.0003532,0.0003532
100,584.065,0.29116,0.34975,0.92419,0.90005,0.9171,0.95549,0.90832,0.36023,0.39321,0.93019,0.0003466,0.0003466,0.0003466
101,589.899,0.32546,0.32749,0.92497,0.90894,0.91416,0.95671,0.90209,0.37058,0.41369,0.93598,0.00034,0.00034,0.00034
102,595.686,0.30635,0.32881,0.92156,0.87474,0.96108,0.96802,0.92136,0.33479,0.3536,0.93311,0.0003334,0.0003334,0.0003334
103,601.483,0.32225,0.30669,0.93617,0.95271,0.97617,0.98819,0.94318,0.3339,0.30438,0.91544,0.0003268,0.0003268,0.0003268
104,607.305,0.31431,0.31756,0.91989,0.93404,0.90752,0.97786,0.93351,0.34794,0.38908,0.94172,0.0003202,0.0003202,0.0003202
105,613.191,0.30792,0.31727,0.92512,0.83226,0.85762,0.90273,0.84485,0.38566,0.6017,0.95216,0.0003136,0.0003136,0.0003136
106,618.999,0.26931,0.28562,0.90488,0.84906,0.88211,0.92158,0.87435,0.36306,0.51665,0.94258,0.000307,0.000307,0.000307
107,624.797,0.30187,0.30821,0.92119,0.868,0.91456,0.91389,0.86727,0.36023,0.47417,0.92258,0.0003004,0.0003004,0.0003004
108,630.617,0.2817,0.27931,0.91789,0.8696,0.87353,0.90414,0.85358,0.35161,0.46769,0.92448,0.0002938,0.0002938,0.0002938
109,636.436,0.29786,0.30345,0.91734,0.86727,0.87353,0.90713,0.86288,0.34691,0.47409,0.92076,0.0002872,0.0002872,0.0002872
